"","Manufacturer","Model Year","Regulatory Class","Vehicle Type","Production (000)","Production Share","2-Cycle MPG","Real-World MPG","Real-World MPG_City","Real-World MPG_Hwy","Real-World CO2 (g/mi)","Real-World CO2_City (g/mi)","Real-World CO2_Hwy (g/mi)","Weight (lbs)","Footprint (sq. ft.)","Engine Displacement","Horsepower (HP)","Acceleration (0-60 time in seconds)","HP/Engine Displacement","HP/Weight (lbs)","Ton-MPG (Real-World)","Drivetrain - Front","Drivetrain - 4WD","Drivetrain - Rear","Transmission - Manual","Transmission - Automatic","Transmission - Lockup","Transmission - CVT (Hybrid)","Transmission - Other","Fuel Delivery - Carbureted","Fuel Delivery - Gasoline Direct Injection (GDI)","Fuel Delivery - Port Fuel Injection","Fuel Delivery - Throttle Body Injection","Fuel Delivery - Other","Powertrain - Diesel","Powertrain - Electric Vehicle (EV)","Powertrain - Plug-in Hybrid Electric Vehicle (PHEV)","Powertrain - Fuel Cell Vehicle (FCV)","Powertrain - Other (incl. CNG)","Powertrain - Gasoline Hybrid","Powertrain - Gasoline","Turbocharged Engine","Stop/Start","Cylinder Deactivation","Multivalve Engine","Variable Valve Timing","Average Number of Gears","Transmission - CVT (Non-Hybrid)","4 or Fewer Gears","5 Gears","6 Gears","7 Gears","8 Gears","9 or More Gears"
"68","VW","Prelim. 2022","Truck","Truck SUV",0,0,34.3751,26.53995,23.36707,29.56878,314.95635,359.85042,281.08889,4667.258,50.19677,144.7142,260.0953,7.2559,1.706115,0.054738,81.14258,0.085,0.915,0,0,0.29,0.71,0,0,0,0.84,0,0,0.16,0,0.16,0.018,0,0,0.139,0.683,0.697,0.683,0.022,0.84,0.825,6.6,0,0.16,0,0,0.232,0.608,0
"69","Toyota","1985","Car","Sedan/Wagon",571,0.041,32.849,27.96709,25.86075,31.059,317.94472,343.83641,286.29933,2708.479,0,115.5181,91.1567,15.2047,0.773825,0.032867,38.00254,0.356,0.255,0.389,0.452,0.1,0.448,0,0,0.48,0,0.515,0,0.005,0.005,0,0,0,0,0,0.995,0,0,0,0,0,4.3,0,0.579,0.421,0,0,0,0
"70","Toyota","1986","Car","Sedan/Wagon",635,0.042,32.25556,27.34937,25.18974,30.4558,325.01222,352.87646,291.86213,2760.516,0,114.9347,97.1307,13.8217,0.832509,0.034462,37.86613,0.819,0,0.181,0.412,0.054,0.534,0,0,0.402,0,0.596,0,0.002,0.002,0,0,0,0,0,0.998,0,0,0,0.148,0,4.2,0,0.621,0.379,0,0,0,0
"71","Toyota","1987","Car","Sedan/Wagon",642,0.045,32.9063,27.79917,25.3864,31.24123,319.68579,350.06927,284.46382,2831.097,0,114.6544,106.7984,13.3749,0.915873,0.036903,39.48115,0.813,0.01,0.178,0.379,0.01,0.611,0,0,0.404,0,0.596,0,0,0,0,0,0,0,0,1,0,0,0,0.69,0,4.1,0,0.68,0.32,0,0,0,0
"72","Toyota","1988","Car","Sedan/Wagon",661,0.045,32.67408,27.46684,25.17868,30.60564,323.55373,352.95733,290.37127,2786.256,0,111.3478,104.8099,13.4685,0.932121,0.037095,38.29739,0.939,0.009,0.052,0.336,0.001,0.664,0,0,0.482,0,0.518,0,0,0,0,0,0,0,0,1,0,0,0,0.898,0,4,0,0.7,0.3,0,0,0,0
"73","Toyota","1989","Car","Sedan/Wagon",735,0.052,31.83085,26.65757,24.34897,29.76194,333.37619,364.9847,298.60285,2835.797,0,114.5611,110.3229,12.7242,0.952049,0.038296,37.86165,0.905,0.012,0.083,0.289,0,0.711,0,0,0.45,0,0.55,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0.737,0.263,0,0,0,0
"74","Toyota","1990","Car","Sedan/Wagon",742,0.061,30.42236,25.39828,23.03829,28.53675,349.90556,385.74918,311.42302,2961.291,0,121.809,121.3985,11.568,0.993645,0.04018,37.63234,0.912,0.005,0.082,0.231,0,0.769,0,0,0.108,0,0.892,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.9,0,0.794,0.206,0,0,0,0
"75","Toyota","1991","Car","Sedan/Wagon",738,0.061,30.58902,25.42933,23.03404,28.53578,349.47833,385.82035,311.43354,2920.706,0,120.2838,120.3914,11.6225,0.999072,0.04046,37.15621,0.847,0,0.153,0.27,0,0.73,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0.77,0.23,0,0,0,0
"76","Toyota","1992","Car","Sedan/Wagon",804,0.068,28.89848,23.98421,21.48128,27.23109,370.53548,413.70897,326.35496,3095.725,0,128.5567,130.9996,11.1865,1.017098,0.041522,36.99312,0.607,0,0.393,0.216,0,0.784,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.9,0,0.85,0.15,0,0,0,0
"77","Toyota","1993","Car","Sedan/Wagon",783,0.061,28.96008,23.97802,21.23321,27.53894,370.63107,418.54248,322.70671,3142.185,0,131.8379,137.5112,10.1514,1.039054,0.042994,37.61048,0.913,0,0.087,0.19,0,0.81,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0.887,0.112,0.001,0,0,0
"78","Toyota","1994","Car","Sedan/Wagon",760,0.056,29.0522,23.96944,21.1402,27.57304,370.76374,420.38398,322.30756,3145.399,0,130.8543,131.2895,10.3928,1.002174,0.041186,37.60281,0.942,0,0.058,0.172,0,0.828,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0.897,0.1,0.002,0,0,0
"79","Toyota","1995","Car","Sedan/Wagon",796,0.054,30.01577,24.67417,21.58825,28.57018,360.17423,411.65917,311.05855,3176.689,0,134.8556,138.642,10.8147,1.029625,0.043097,39.15079,0.62,0,0.38,0.109,0,0.891,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0.913,0.086,0.001,0,0,0
"80","Toyota","1996","Car","Sedan/Wagon",770,0.061,29.50943,24.17329,21.11183,27.94761,367.63723,420.94883,317.98785,3204.138,0,134.3997,133.795,11.0902,0.997205,0.041449,38.6759,0.96,0,0.04,0.082,0,0.918,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3.9,0,0.94,0.06,0,0,0,0
"81","Toyota","1997","Car","Sedan/Wagon",812,0.058,29.79846,24.33018,21.11063,28.2502,365.26644,420.97271,314.58185,3231.863,0,136.6693,141.6446,10.8308,1.029713,0.043232,39.32833,0.969,0,0.031,0.057,0,0.943,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.001,0,0,1,0,3.9,0,0.943,0.056,0.001,0,0,0
"82","Toyota","1998","Car","Sedan/Wagon",832,0.059,30.23071,24.59167,21.22427,28.62906,361.38257,418.71881,310.41883,3313.12,0,143.1384,152.1865,10.6616,1.057422,0.045559,40.85453,0.931,0,0.069,0.04,0,0.96,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.001,0,0,1,0,4,0,0.894,0.106,0,0,0,0
"83","Toyota","1999","Car","Sedan/Wagon",922,0.063,30.35962,24.58709,21.20052,28.54444,361.44982,419.1879,311.33908,3303.835,0,141.92,153.0361,10.5995,1.06969,0.045909,40.69403,0.945,0,0.055,0.049,0,0.951,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.025,0,0,1,0,4,0,0.898,0.102,0,0,0,0
"84","Toyota","2000","Car","Sedan/Wagon",955,0.06,30.54559,24.66741,21.10235,28.79278,360.27286,421.13793,308.6538,3260.089,0,140.5596,155.2616,9.8583,1.106942,0.047493,40.27011,0.953,0,0.047,0.077,0,0.923,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.527,4.1,0,0.883,0.105,0.012,0,0,0
"85","Toyota","2001","Car","Sedan/Wagon",900,0.06,31.27012,25.12699,21.4422,29.29653,353.68344,414.46297,303.34653,3241.762,0,140.5344,156.0293,9.8048,1.106185,0.047719,41.2016,0.889,0,0.111,0.064,0,0.919,0.018,0,0,0,1,0,0,0,0,0,0,0,0.018,0.982,0,0,0,1,0.608,4.1,0,0.816,0.163,0.003,0,0,0
"86","Toyota","2002","Car","Sedan/Wagon",939,0.061,30.67184,24.59561,20.85385,28.77329,361.32465,426.15632,308.86281,3351.779,0,153.9339,170.3487,9.4744,1.106502,0.050302,41.6374,0.893,0,0.107,0.054,0,0.922,0.024,0,0,0,1,0,0,0,0,0,0,0,0.024,0.976,0,0,0,1,0.878,4.2,0,0.751,0.222,0.003,0,0,0
"87","Toyota","2003","Car","Sedan/Wagon",1090,0.072,32.41981,25.8023,21.87239,30.07276,344.42672,406.31142,295.51663,3199.812,0,139.9567,159.088,9.4068,1.141519,0.0493,41.5038,0.931,0.008,0.061,0.06,0,0.927,0.013,0,0,0,1,0,0,0,0,0,0,0,0.013,0.987,0,0,0,1,0.975,4.2,0,0.781,0.197,0.009,0,0,0
"88","Toyota","2004","Car","Sedan/Wagon",993,0.066,32.69914,25.9113,21.88421,30.20228,342.97771,406.09182,294.24931,3295.236,0,143.3894,162.0722,9.4026,1.131225,0.048471,43.27598,0.928,0.007,0.064,0.055,0,0.897,0.048,0,0,0,1,0,0,0,0,0,0,0,0.048,0.952,0,0,0,1,1,4.3,0,0.681,0.234,0.037,0,0,0
"89","Toyota","2005","Car","Sedan/Wagon",1363,0.088,34.70037,27.2159,23.10232,31.43894,326.53707,384.67991,282.67492,3223.415,0,136.8171,153.3339,9.4453,1.114446,0.046787,44.85965,0.957,0.008,0.035,0.077,0,0.835,0.089,0,0,0,1,0,0,0,0,0,0,0,0.089,0.911,0,0,0,1,1,4.6,0,0.388,0.495,0.028,0,0,0
"90","Toyota","2006","Car","Sedan/Wagon",1207,0.083,34.47445,27.01652,23.0279,31.07725,328.9469,385.9232,285.96478,3235.627,0,138.2601,157.9348,9.5069,1.127997,0.047631,44.46288,0.888,0.036,0.076,0.081,0,0.847,0.072,0,0,0,1,0,0,0,0,0,0,0,0.072,0.928,0,0,0,1,1,4.7,0,0.43,0.392,0.106,0,0,0
"91","Toyota","2007","Car","Sedan/Wagon",1757,0.119,34.91063,27.34144,23.29019,31.47117,325.03778,381.57699,282.3854,3361.625,0,145.3752,169.3895,9.2541,1.138116,0.049025,46.9076,0.929,0.015,0.056,0.051,0,0.82,0.129,0,0,0,1,0,0,0,0,0,0,0,0.131,0.869,0,0,0,1,1,5,0,0.287,0.375,0.188,0,0.02,0
"92","Toyota","2008","Car","Sedan/Wagon",1144,0.085,36.02857,28.05755,24.19011,31.90567,316.7418,367.38158,278.53986,3321.815,44.24903,141.4071,163.9638,9.3416,1.125471,0.047762,48.07367,0.904,0.024,0.072,0.061,0,0.76,0.178,0,0,0.008,0.992,0,0,0,0,0,0,0,0.181,0.819,0,0,0,1,1,5,0,0.347,0.226,0.22,0,0.029,0
"93","Toyota","2009","Car","Sedan/Wagon",1219,0.134,36.30785,28.30517,24.27441,32.35858,313.97093,366.10572,274.64118,3314.942,44.36893,133.5671,153.9206,9.5363,1.140653,0.045722,47.69202,0.954,0.021,0.025,0.041,0,0.852,0.107,0,0,0.031,0.969,0,0,0,0,0,0,0,0.108,0.892,0,0,0,1,1,4.7,0,0.419,0.347,0.119,0,0.008,0
"94","Toyota","2010","Car","Sedan/Wagon",1343,0.123,39.37764,30.38841,26.45904,34.22242,292.44703,335.87763,259.6836,3334.501,43.99657,131.2621,151.7469,9.5425,1.140694,0.04501,53.60831,0.951,0.016,0.033,0.025,0,0.764,0.21,0,0,0.026,0.974,0,0,0,0,0,0,0,0.21,0.79,0,0,0,1,1,4.9,0,0.438,0.028,0.314,0,0.011,0
"95","Toyota","2011","Car","Sedan/Wagon",1077,0.091,36.64373,28.25845,24.19026,32.3645,314.48995,367.37923,274.59102,3470.209,45.4299,145.1092,170.6304,8.9977,1.159196,0.048519,50.96145,0.957,0.015,0.029,0.015,0,0.834,0.151,0,0,0.043,0.957,0,0,0,0,0,0,0,0.151,0.849,0,0,0,1,1,5.4,0,0.249,0.01,0.58,0,0.01,0
"96","Toyota","2012","Car","Sedan/Wagon",1203,0.091,41.12678,31.10376,27.46488,34.55782,285.72274,323.58046,257.16341,3389.316,44.95751,137.5212,156.2479,9.2175,1.120276,0.045615,55.069,0.966,0.01,0.024,0.012,0,0.719,0.249,0,0,0.023,0.977,0,0,0,0,0.012,0,0,0.249,0.74,0,0,0,1,1,5.4,0.02,0.238,0.009,0.477,0,0.007,0
"97","Toyota","2013","Car","Sedan/Wagon",1183,0.079,40.97428,30.98661,27.34554,34.44666,286.79668,324.98673,257.98665,3404.818,44.9257,139.2484,162.4878,9.1312,1.145552,0.047009,55.35532,0.919,0.02,0.061,0.027,0,0.695,0.266,0,0,0.01,0.99,0,0,0,0,0.009,0,0,0.266,0.725,0,0,0,1,1,5,0.012,0.297,0.009,0.407,0,0.009,0
"98","Toyota","2014","Car","Sedan/Wagon",1303,0.085,40.72745,30.8788,27.03325,34.59086,287.80398,328.74621,256.91774,3415.053,45.58607,140.811,164.771,8.9391,1.155089,0.047632,54.56476,0.926,0.02,0.054,0.015,0,0.553,0.197,0,0,0.034,0.966,0,0,0,0,0.009,0,0,0.197,0.794,0,0,0,1,1,5.1,0.235,0.063,0.002,0.479,0,0.024,0
"99","Toyota","2015","Car","Sedan/Wagon",1262,0.077,41.21646,31.17174,27.34406,34.85214,285.09867,325.00806,254.99159,3406.72,45.4878,138.6915,162.9699,9.0158,1.154347,0.047116,55.15942,0.906,0.025,0.069,0.013,0,0.505,0.217,0,0,0.036,0.964,0,0,0,0,0.005,0,0,0.217,0.778,0,0,0,1,1,5,0.264,0.061,0.001,0.423,0,0.033,0
"100","Toyota","2016","Car","Sedan/Wagon",1159,0.072,40.8046,31.07472,27.00515,35.06051,285.89857,328.99587,253.38657,3365.009,45.48113,136.167,163.1043,9.0092,1.186122,0.047676,53.93703,0.929,0.019,0.052,0.013,0,0.515,0.144,0,0,0.032,0.967,0,0.001,0,0,0,0.001,0,0.144,0.855,0.029,0,0,0.999,0.999,4.9,0.327,0.038,0,0.444,0,0.046,0
"101","Toyota","2017","Car","Sedan/Wagon",1068,0.064,41.45307,31.90273,27.62393,36.1238,277.29008,320.07835,245.0112,3367.882,45.54911,136.1706,159.782,9.0564,1.170397,0.046885,56.65149,0.946,0.015,0.039,0.01,0,0.515,0.121,0,0,0.038,0.96,0,0.002,0,0,0.032,0.002,0,0.121,0.844,0.018,0,0,0.998,0.998,5,0.354,0.01,0,0.483,0,0.031,0
"102","Toyota","2018","Car","Sedan/Wagon",974,0.061,43.37684,33.23686,28.51647,37.97956,266.59432,310.63188,233.373,3438.783,46.27716,140.9246,179.5908,8.4485,1.258648,0.051348,59.30781,0.951,0.015,0.034,0.005,0,0.552,0.098,0,0,0.029,0.969,0,0.001,0,0,0.02,0.001,0,0.098,0.881,0.024,0,0,0.999,0.999,5.9,0.345,0.004,0,0.105,0,0.434,0.014
"103","Toyota","2019","Car","Sedan/Wagon",875,0.055,43.43626,33.25223,28.58454,37.92398,266.62997,310.13471,233.8106,3468.863,46.41592,141.8666,184.1151,8.2801,1.28032,0.052267,59.59578,0.936,0.034,0.03,0.01,0,0.527,0.111,0,0,0.031,0.967,0,0.002,0,0,0.012,0.002,0,0.111,0.875,0.02,0,0,0.998,0.998,5.7,0.352,0,0,0.051,0,0.48,0.007
"104","Toyota","2020","Car","Sedan/Wagon",862,0.064,45.54725,34.73528,30.04503,39.37191,255.07235,294.73691,225.14996,3445.205,46.20439,136.5523,177.0508,8.0728,1.2865,0.050908,62.18899,0.921,0.05,0.029,0.008,0,0.419,0.131,0,0,0.023,0.976,0,0,0,0,0.024,0,0,0.131,0.844,0.02,0.007,0,1,1,5.4,0.442,0,0,0.032,0,0.389,0.005
"105","Toyota","2021","Car","Sedan/Wagon",776,0.057,45.36564,34.56245,29.99061,39.05363,255.81714,294.69818,226.48583,3505.32,46.36197,139.4672,180.7745,8.1702,1.283366,0.051054,63.64807,0.873,0.08,0.047,0.007,0,0.415,0.161,0,0,0.011,0.986,0,0.003,0,0,0.029,0.003,0,0.161,0.807,0.026,0.011,0,0.997,0.997,5.4,0.417,0,0,0.017,0,0.396,0.009
"106","Toyota","Prelim. 2022","Car","Sedan/Wagon",0,0,45.86629,34.42757,30.05111,38.67674,257.00566,294.44295,228.76349,3488.124,46.45773,137.951,177.9006,8.4163,1.277454,0.05064,62.98749,0.845,0.109,0.046,0.016,0,0.418,0.19,0,0,0,0.995,0,0.005,0,0,0.016,0.005,0,0.19,0.79,0.013,0,0,0.995,0.995,5.6,0.377,0,0,0.04,0,0.389,0.005
"107","Toyota","1976","Truck","Truck SUV",1,0,11.63601,9.95725,8.71756,12.05197,892.51568,0,737.39011,4500,0,258,125,0,0.484496,0.027778,22.54848,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"108","Toyota","1977","Truck","Truck SUV",1,0,12.68151,10.79163,9.99974,11.94808,823.50834,888.72308,743.80142,4500,0,258,125,0,0.484496,0.027778,24.94585,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","Toyota","1978","Truck","Truck SUV",2,0,11.52813,9.83081,8.89412,11.28317,903.99484,999.19974,787.6333,4500,0,258,125,15.54,0.484496,0.027778,22.54784,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","Toyota","1979","Truck","Truck SUV",0,0,13.3065,11.33285,10.42682,12.67944,784.18079,852.3211,700.8982,4500,0,258,125,15.1469,0.484496,0.027778,25.49941,0,0.145,0.855,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0
"111","Toyota","1980","Truck","Truck SUV",2,0,13.80856,11.74098,11.02111,12.75961,756.92148,806.36141,696.49491,4001.328,0,258,125,14.7106,0.484496,0.031241,23.49211,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0
"112","Toyota","1981","Truck","Truck SUV",2,0,14.29576,12.16498,11.29956,13.42132,730.53967,786.49056,662.15525,4238.566,0,258,125,15.1456,0.484496,0.029593,25.7667,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0
"113","Toyota","1982","Truck","Truck SUV",3,0,14.22573,12.10577,11.24396,13.35706,734.11248,790.38008,665.34098,4341.951,0,258,125,16.3683,0.484496,0.028875,26.26898,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0
"114","Toyota","1983","Truck","Truck SUV",4,0,14.14483,12.03737,11.17972,13.2828,738.28415,794.92153,669.06069,4462.664,0,258,125,15.2322,0.484496,0.028037,26.85544,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0
"115","Toyota","1984","Truck","Truck SUV",12,0.001,17.29423,14.72349,13.64942,16.29022,603.59334,651.08987,545.54203,3938.969,0,194.0425,108.7301,15.6149,0.586699,0.027582,29.84631,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.6,0,0.439,0.561,0,0,0,0
"116","Toyota","1985","Truck","Truck SUV",25,0.002,21.14174,17.9883,16.77925,19.72551,494.04333,529.64234,450.53342,3727.382,0,169.9215,118.0464,14.2708,0.732552,0.031923,35.02714,0,1,0,0.872,0,0.128,0,0,0.227,0,0.773,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.6,0,0.356,0.644,0,0,0,0
"117","Toyota","1986","Truck","Truck SUV",38,0.003,23.33424,19.75881,18.59763,21.34244,449.77415,477.85655,416.40039,4028.611,0,150.8462,117.4514,14.5779,0.792601,0.029166,40.50777,0,1,0,0.708,0,0.292,0,0,0.06,0,0.94,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.6,0,0.352,0.648,0,0,0,0
"118","Toyota","1987","Truck","Truck SUV",42,0.003,22.69337,19.13899,18.0393,20.58944,464.3401,492.64671,431.62909,3729.913,0,156.7939,117.7473,14.0086,0.774644,0.03175,36.56126,0,1,0,0.803,0,0.197,0,0,0.112,0,0.888,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.7,0,0.309,0.691,0,0,0,0
"119","Toyota","1988","Truck","Truck SUV",36,0.002,20.26278,17.05409,15.87984,18.60614,521.10664,559.64039,477.63804,4017.807,0,175.1574,134.3321,13.7431,0.777477,0.033407,34.87456,0,1,0,0.582,0,0.418,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.6,0,0.418,0.582,0,0,0,0
"120","Toyota","1989","Truck","Truck SUV",27,0.002,19.71448,16.54174,15.33688,18.1063,537.24705,579.453,490.82377,4102.559,0,180.4614,139.6443,13.1507,0.785026,0.034028,34.49094,0,1,0,0.507,0,0.493,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.5,0,0.493,0.507,0,0,0,0
"121","Toyota","1990","Truck","Truck SUV",68,0.006,19.38029,16.25186,14.77437,18.2112,546.82957,601.51481,487.99652,4300.816,0,178.3985,146.9997,12.3263,0.825389,0.034239,35.03013,0,1,0,0.382,0,0.618,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.4,0,0.618,0.382,0,0,0,0
"122","Toyota","1991","Truck","Truck SUV",53,0.004,18.23387,15.24884,13.8461,17.06338,582.79839,641.84138,520.8229,4537.238,0,190.9153,148.8305,12.7012,0.789995,0.032858,34.86643,0,1,0,0.33,0,0.67,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.3,0,0.67,0.33,0,0,0,0
"123","Toyota","1992","Truck","Truck SUV",44,0.004,17.02315,14.1705,13.01835,15.5795,627.14776,682.65202,570.42921,4573.266,0,178.6706,149.5486,12.5131,0.83657,0.032721,32.59293,0,1,0,0.312,0,0.688,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.3,0,0.688,0.312,0,0,0,0
"124","Toyota","1993","Truck","Truck SUV",44,0.003,17.23052,14.2897,13.13163,15.66657,621.91665,676.76295,567.25882,4582.476,0,197.5092,161.2443,11.2077,0.820271,0.035004,32.84732,0,1,0,0.316,0,0.684,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.3,0,0.684,0.316,0,0,0,0
"125","Toyota","1994","Truck","Truck SUV",87,0.006,17.37472,14.36523,13.14426,15.79286,618.64676,676.11289,562.72255,4483.79,0,196.3303,160.5509,11.0993,0.821503,0.035687,32.26173,0,1,0,0.224,0,0.776,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.976,0,4.2,0,0.776,0.224,0,0,0,0
"126","Toyota","1995","Truck","Truck SUV",77,0.005,17.54359,14.4489,13.22898,15.83525,615.06408,671.7827,561.21626,4543.92,0,189.7223,156.1001,11.6352,0.825285,0.034231,32.89156,0,1,0,0.266,0,0.734,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.973,0,4.3,0,0.734,0.266,0,0,0,0
"127","Toyota","1996","Truck","Truck SUV",87,0.007,21.37122,17.45572,16.0653,18.97231,509.11689,553.17988,468.41946,3928.955,0,195.5047,171.0608,10.6541,0.8946,0.043347,34.3236,0,1,0,0.184,0,0.816,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.2,0,0.816,0.184,0,0,0,0
"128","Toyota","1997","Truck","Truck SUV",210,0.015,20.65148,16.84803,15.34634,18.48405,527.48013,579.09563,480.79293,4001.634,0,204.0787,182.0414,10.0751,0.897499,0.045528,33.72327,0,0.765,0.235,0.261,0,0.739,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.3,0,0.739,0.261,0,0,0,0
"129","Toyota","1998","Truck","Truck SUV",172,0.012,22.05771,17.89274,16.30142,19.57978,496.68199,545.16732,453.88665,3998.927,0,189.9512,176.1504,10.8572,0.939403,0.043985,35.86162,0,0.691,0.309,0.121,0,0.879,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.1,0,0.879,0.121,0,0,0,0
"130","Toyota","1999","Truck","Truck SUV",262,0.018,21.95148,17.77667,16.02937,19.62503,499.9249,554.41963,452.84006,4237.739,0,194.9081,192.0493,10.6203,0.998604,0.045641,37.61559,0,0.781,0.219,0.062,0,0.938,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4.1,0,0.938,0.062,0,0,0,0
"131","Toyota","2000","Truck","Truck SUV",250,0.016,21.65794,17.4827,15.72842,19.30051,508.33117,565.02809,460.45421,4296.39,0,199.7885,192.3366,10.1807,0.97642,0.045186,37.48043,0,0.757,0.243,0.05,0,0.95,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.233,4,0,0.95,0.05,0,0,0,0
"132","Toyota","2001","Truck","Truck SUV",325,0.022,21.68898,17.48391,15.5538,19.48133,508.29598,571.37178,456.1803,4367.676,0,198.8803,203.4314,9.7618,1.052553,0.046996,38.19772,0.108,0.716,0.175,0.019,0,0.981,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.519,4,0,0.981,0.019,0,0,0,0
"133","Toyota","2002","Truck","Truck SUV",379,0.025,21.70904,17.43716,15.47889,19.42119,509.65864,574.13685,457.59306,4399.128,0,204.7091,205.8259,9.8454,1.040457,0.04721,38.37441,0.16,0.629,0.212,0.013,0,0.987,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.525,4,0,0.987,0.013,0,0,0,0
"134","Toyota","2003","Truck","Truck SUV",393,0.026,21.72596,17.4215,15.32315,19.53363,510.11688,579.97214,454.95903,4447.417,0,222.838,218.8624,9.3505,1.022369,0.049646,38.75826,0.182,0.618,0.2,0.009,0,0.991,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.607,4.2,0,0.772,0.228,0,0,0,0
"135","Toyota","2004","Truck","Truck SUV",494,0.033,22.15111,17.70908,15.47191,19.93375,501.83297,574.39565,445.82679,4535.963,0,227.6503,225.2203,9.1909,1.013461,0.050022,40.31428,0.135,0.701,0.163,0.006,0,0.994,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.682,4.6,0,0.435,0.565,0,0,0,0
"136","Toyota","2005","Truck","Truck SUV",427,0.028,22.77476,18.10252,15.83729,20.29205,490.92614,561.14408,437.95471,4510.113,0,223.044,232.8884,8.8925,1.058335,0.051622,40.88396,0.165,0.675,0.161,0.006,0,0.994,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.92,4.8,0,0.152,0.848,0,0,0,0
"137","Toyota","2006","Truck","Truck SUV",458,0.031,24.40144,19.20499,17.19772,21.05926,462.74428,516.7547,421.99958,4533.493,0,219.6287,224.059,8.845,1.033637,0.049406,44.45286,0.164,0.696,0.14,0,0,0.826,0.174,0,0,0,1,0,0,0,0,0,0,0,0.174,0.826,0,0,0,1,1,4.8,0,0.152,0.674,0,0,0,0
"138","Toyota","2007","Truck","Truck SUV",514,0.035,24.16309,19.09633,16.88459,21.19031,465.37742,526.33777,419.38979,4461.215,0,218.8619,229.8358,8.9856,1.063435,0.051518,43.14754,0.094,0.799,0.108,0.025,0,0.898,0.077,0,0,0,1,0,0,0,0,0,0,0,0.077,0.923,0,0,0,1,1,4.9,0,0.159,0.739,0.025,0,0,0
